Course Title,Course Description
EM.412 Foundations of System Design and Management II,"Deepens the foundations of systems architecture, systems engineering and project management introduced in EM.411 though a synchronized combination of lectures, recitations, opportunity sets, guest speakers, and team projects. Topics emphasize the transition from early conceptual design to detailed design and system integration. Features a technology showcase and project forum where students, faculty and company sponsors meet to discuss and select projects for EM.413. Includes team-based exercises and design challenges. Restricted to students in the SDM program. B. Moser No textbook information available"
EM.413 Foundations of System Design and Management III,"Presents advanced concepts in systems architecture, systems engineering and project management in an integrated manner through lectures, recitations, opportunity sets, guest lectures, and a semester-long team project. Topics emphasize complexity management, systems integration, verification, validation, and lifecycle management. Specific lifecycle properties addressed include quality, safety, robustness, resilience, flexibility and evolvability of systems over time. Additional topics include monitoring and control, the rework cycle, managing portfolios and programs of projects in a multi-cultural and global context, and managing product families and platforms. Restricted to students in the SDM program. B. Moser, B. Cameron, E. Crawley No textbook information available"
EM.421 SDM Certificate Capstone,"Practical application of systems management problems within a real company. Teams of 1-4 students are matched with a company to work on a project in which they identify systems challenges and devise methods for solving problems utilizing the system architecture, systems engineering and project management methodology covered in the EM core sequence. Mentors and sponsors are identified for each team. Restricted to System Design and Management Certificate students. I. Vazquez"
EM.422 Engineering Systems Analysis for Design,"Units: 3-0-9 Credit cannot also be received for EM.423 , IDS.333   Practical-oriented subject that builds upon theory and methods and culminates in extended application. Covers methods to identify, value, and implement flexibility in design (real options). Topics include definition of uncertainties, simulation of performance for scenarios, screening models to identify desirable flexibility, decision analysis, and multidimensional economic evaluation. Students demonstrate proficiency through an extended application to a system design of their choice. Complements research or thesis projects. Class is ""flipped"" to maximize student engagement and learning. Meets with IDS.333 in the first half of term. Enrollment limited. R. de Neufville"
EM.423[J] Risk and Decision Analysis,"Credit cannot also be received for 1.146 , 16.861 , EM.422 , IDS.332   Focuses on design choices and decisions under uncertainty. Topics include identification and description of uncertainties using probability distributions; the calculation of commensurate measures of value, such as expected net present values; Monte Carlo simulation and risk analysis; and the use of decision analysis to explore alternative strategies and identify optimal initial choices. Presents applied analysis of practical examples from a variety of engineering systems using spreadsheet and decision analysis software. Class is ""flipped"" to maximize student engagement and learning. Meets with IDS.332 first half of term. R. de Neufville"
EM.424[J] Real Options for Product and Systems Design,"Focuses on implementation of flexibility (real options) in the design of products, start-ups, ongoing management of operations, or policy plans. Applies the methods presented in IDS.333: recognition of uncertainty, identification of best opportunities for flexibility, and valuation of these options and their effective implementation. Students work on their own project concept, for which they develop a dynamic business plan for design, deployment, and most beneficial implementation of their system over time. Useful complement to thesis or research projects. Class is ""flipped"" to maximize student engagement and learning. R. de Neufville"
EM.425 Research Seminar on Engineering Projects and Teamwork,"Review of research on engineering as work and problem-solving by teams, including cases, professional practices, experimental results, and teamwork fundamentals. Topics include: projects structures and dependence; communication, coordination, and concurrency; exception handling, rework, and quality; awareness, attention, and engagement; and information, uncertainty, and learning. Students consider engineering teamwork phenomena which integrate technical and organizational aspects, leading to insights on performance during project shaping, ideation, planning, control, adaptation, and lessons learned. In the second half, students work as small teams to propose an experiment which explores teamwork during engineering. Proposed experiments often become basis for research and thesis activity. B. Moser, I. Vazquez"
EM.426 Model-building and Analysis Lab for Engineering Project Teamwork,"Explores agent-based models and simulation for engineering project management. Students build and validate models of engineered systems and engineering teamwork, which integrate technology and organization useful during project shaping, ideation, planning, control, adaptation, and lessons learned. Models capture phenomena discussed in EM.425 and are simulated to forecast performance such as feasible scope, human activity, interactions, cost, schedule, quality, and risks. In the first half, students build a model and agent-based simulation from scratch. In the second half, students work in small teams on either a case modeled using methods introduced in the first half or an extension of said methods to explore a particular engineering phenomenon introduced in the first half. B. Moser No textbook information available"
EM.427[J] Technology Roadmapping and Development,"Provides a review of the principles, methods and tools of technology management for organizations and technologically-enabled systems including technology forecasting, scouting, roadmapping, strategic planning, R&D project execution, intellectual property management, knowledge management, partnering and acquisition, technology transfer, innovation management, and financial technology valuation. Topics explain the underlying theory and empirical evidence for technology evolution over time and contain a rich set of examples and practical exercises from aerospace and other domains, such as transportation, energy, communications, agriculture, and medicine. Special topics include Moore's law, S-curves, the singularity and fundamental limits to technology. Students develop a comprehensive technology roadmap on a topic of their own choice. O. L. de Weck"
EM.428[J] Multidisciplinary Design Optimization,"Systems modeling for design and optimization. Selection of design variables, objective functions and constraints. Overview of principles, methods and tools in multidisciplinary design optimization (MDO). Subsystem identification, development and interface design. Design of experiments (DOE). Review of linear (LP) and non-linear (NLP) constrained optimization formulations. Scalar versus vector optimization problems. Karush-Kuhn-Tucker (KKT) conditions of optimality, Lagrange multipliers, adjoints, gradient search methods, sensitivity analysis, geometric programming, simulated annealing, genetic algorithms and particle swarm optimization. Constraint satisfaction problems and isoperformance. Non-dominance and Pareto frontiers. Surrogate models and multifidelity optimization strategies. System design for value. Students execute a term project in small teams related to their area of interest. O.L. de Weck, J.J. Norheim"
EM.429[J] Systems Architecting Applied to Enterprises,"Lecture:  T EVE (4-7 PM) ( 1-390 ) s   Focuses on understanding, designing and transforming sociotechnical enterprises using systems principles and practices. Includes discussions and reading on enterprise theory, systems architecting, transformation challenges and case studies of evolving enterprises. Covers frameworks and methods for ecosystem analysis, stakeholder analysis, design thinking, systems architecture and evaluation, and human-centered enterprise design strategies. Students engage in interactive breakout sessions during class and participate in a selected small team project to design a future architecture for a real-world enterprise. Selected projects are based on student interests in enterprises such as small, medium, or large companies, government agencies, academic units, start-ups, and nonprofit organizations. D. Rhodes No required or recommended textbooks"
EM.441 Integrated Design Lab I,"Presents fundamentals of the integrated design and product development process. Covers methods relevant at each stage of the process; students apply them in a series of design projects. Topics include stakeholder identification, customer engagement and ethnographic methods, concept generation and selection, project planning, manufacturing methods, supply systems, cost modeling, sustainability, and safety. Restricted to Integrated Design and Management (IDM) students. Staff"
EM.442 Integrated Design Lab II,"Presents advanced topics in integrated design and product development. Students pursue a product development project as a case study for understanding how teams work together to define and test a new product. Provides exposure to the state-of-the-art in product definition, product architectures, market testing, competitive analysis, product planning strategy, business case construction, and life cycle design. Students apply their previously acquired product development knowledge and engage in ongoing reflection in an action-oriented setting. Restricted to Integrated Design and Management (IDM) students. Staff"
EM.443 Integrated Design Seminar I,"Covers a broad range of topics relevant to integrated design, engineering, and business, including leadership, entrepreneurship, social impact, sustainability, and human centered design. Includes discussion of Integrated Design & Management thesis projects. Features lectures by guest speakers and faculty. Restricted to Integrated Design and Management (IDM) students. Staff"
EM.444 Integrated Design Seminar II,"Covers a broad range of topics relevant to integrated design, engineering, and business, including leadership, entrepreneurship, social impact, sustainability, and human centered design. Includes discussion of Integrated Design & Management thesis projects. Features lectures by guest speakers and faculty. Restricted to Integrated Design and Management (IDM) students. Staff"
EM.451 Internship Experience,"Provides insight into the challenges of an organization that develops products or systems. Before enrolling each student must have a department approved internship opportunity. At the end of the internship, students deliver a report, for evaluation by the sponsoring faculty member, documenting ways that the organization addresses product or system development issues and applies the methods taught in the SDM or IDM core. Intended for students who have completed the SDM or IDM core course sequence. Fall: J. Rubin IAP: J. Rubin Spring: J. Rubin Summer: J. Rubin No textbook information available"
EM.S20 Special Subject in Engineering Management,Opportunity for study of advanced topics in Engineering Management not otherwise included in the curriculum at MIT. Offerings are initiated by faculty on an ad-hoc basis subject to department approval. Spring: A. Hu Summer: A. Hu No textbook information available
EM.S21 Special Subject in Engineering Management,"Opportunity for study of advanced topics in Engineering Management not otherwise included in the curriculum at MIT. Offerings are initiated by faculty on an ad-hoc basis subject to department approval. J. Orlin, T. Magnanti No textbook information available"
EM.S22 Special Subject in Engineering Management,Opportunity for study of advanced topics in Engineering Management not otherwise included in the curriculum at MIT. Offerings are initiated by faculty on an ad-hoc basis subject to department approval. Fall: T. Hu Spring: A. Hu No textbook information available
EM.THG EM Graduate Thesis,"Program of research, leading to the writing of an SM thesis to be arranged by the student with an appropriate member of the MIT faculty. Fall: W. Foley IAP: W. Foley Spring: W. Foley Summer: W. Foley No required or recommended textbooks"
ES.7012 Introductory Biology,"TBA. s   Equivalent to 7.012; see 7.012 for description. Instruction provided through small, interactive classes. Limited to students in ESG. P. Christie Textbooks (Spring 2024)"
ES.7013 Introductory Biology,"Lecture:  MTWRF9 ( 24-619 ) or MTWRF10 ( 24-619 ) or MTWRF11 ( 24-619 ) or MTWR1,F12 ( 24-621 ) Recitation:  TBA s   Equivalent to 7.013; see 7.013 for description. Instruction provided through small, interactive classes. Limited to students in ESG. P. Christie Textbooks (Spring 2024)"
ES.5111 Principles of Chemical Science,"Equivalent to 5.111; see 5.111 for description. Instruction provided through small, interactive classes taught by ESG staff. Limited to students in ESG. P. Christie"
ES.5112 Principles of Chemical Science,"Credit cannot also be received for 3.091 , 5.111 , 5.112 , CC.5111 , ES.5111   Equivalent to 5.112; see 5.112 for description. Instruction provided through small, interactive classes taught by ESG staff. Limited to students in ESG. Staff"
ES.1801 Calculus,"Equivalent to 18.01; see 18.01 for description. Instruction provided through small, interactive classes. Limited to students in ESG. J. Bloom"
ES.1802 Calculus,"Lecture:  MTWR11 ( 24-618 ) Recitation:  R4 ( 24-618 ) or F10 ( 24-112 ) or F11 ( 24-618 ) or F12 ( 24-619 ) s   Equivalent to 18.02; see 18.02 for description. Instruction provided through small, interactive classes. Limited to students in ESG. Fall: G. Stoy Spring: G. Stoy No textbook information available"
ES.1803 Differential Equations,"Lecture:  MTWRF10 ( 24-307 ) or MTWRF11 ( 24-307 ) or MTWRF12 ( 24-618 ) or MTWRF2 ( 24-618 ) Recitation:  TBA s   Equivalent to 18.03; see 18.03 for description. Instruction provided through small, interactive classes. Limited to students in ESG. Fall: J. Orloff Spring: J. Orloff, G.Stoy No required or recommended textbooks"
ES.181A Calculus,"Equivalent to 18.01A; see 18.01A for description. Instruction provided through small, interactive classes. Limited to students in ESG. J. Orloff"
ES.182A Calculus,"Equivalent to 18.02A; see 18.02A for description. Instruction provided through small, interactive classes. Limited to students in ESG. Fall: J. Orloff IAP: J. Orloff No required or recommended textbooks"
ES.801 Physics I,"Equivalent to 8.01; see 8.01 for description. Instruction provided through small, interactive classes. Limited to students in ESG. A. Barrantes De Karma"
ES.8012 Physics I,Equivalent to 8.012; see 8.012 for description. Limited to students in ESG. P. Rebusco
ES.802 Physics II,"Lecture:  MTWRF10 ( 24-621 , 24-611A ) or MTWRF11 ( 24-621 ) Recitation:  TBA s   Equivalent to 8.02; see 8.02 for description. Instruction done through small, interactive classes. Limited to students in ESG. A. Barrantes No textbook information available"
ES.8022 Physics II,Lecture:  MTWRF11 ( 24-611A ) s   Equivalent to 8.022; see 8.022 for description. Students complete group projects. Some content is decided by students. Limited to students in ESG. Fall: P. Rebusco Spring: P. Rebusco No required or recommended textbooks
ES.729[J] Engineering Communication in Context,"Units: 3-1-8  Introduces writing, graphics, meetings, reading, oral presentation, collaboration, and design as tools for product development. Students work in teams to conceive, design, prototype, and evaluate energy-related mechanical engineering products. Instruction focuses on communication tasks that are integral to the design process, including design notebooks, email, informal and formal presentations, meeting etiquette, literature searches, white papers, proposals, and reports. Other assignments address the cultural situation of engineers and engineering in the world at large. Limited to 18; preference to ESG students. Staff"
ES.112 Philosophy of Love,"Credit cannot also be received for ES.9112   Explores the nature of love through works of philosophy, literature, film, poetry, and individual experience. Investigates the distinction among eros (desiring or appreciative love), philia (mutuality), and agape (love as pure giving). Students discuss ideas of love as a feeling, an action, a species of 'knowing someone,' or a way to give or take. Authors include Plato, Kant, Buber, D. H. Lawrence, Rumi, and Aristotle. Preference to students in ESG and Concourse. Staff"
ES.113 Ancient Greek Philosophy and Mathematics,"Explores the relationship between ancient Greek philosophy and mathematics. Investigates how ideas of definition, reason, argument and proof, rationality/irrationality, number, quality and quantity, truth, and even the idea of an idea were shaped by the interplay of philosophic and mathematical inquiry. Examines how discovery of the incommensurability of magnitudes challenged the Greek presumption that the cosmos is fully understandable. Explores the influence of mathematics on ancient Greek ethical theories. Authors: Euclid, Plato, Aristotle, Nicomachus, Theon of Smyrna, Bacon, Descartes, Dedekind, and Newton. Preference to students in Concourse and ESG. Staff"
ES.114 Non-violence as a Way of Life,"Credit cannot also be received for ES.9114   Addresses the philosophical question of what a non-violent life entails. Investigates its ethical dimensions and challenges, and considers whether we can derive a comprehensive moral theory from the principle of non-violence. Discusses the issues of lying, the duty to forgive, non-violent communication, the ethics of our relationship to anger, the possibility of loving enemies, and the ethics of punishment and rehabilitation.  Includes readings from primary exponents of non-violence, such as Tolstoy, Gandhi and King. L. Perlman"
ES.9112 Philosophy of Love - MIT Prison Initiative,"Lecture:  W2-3.30 ( VIRTUAL ) s   Explores the nature of love through works of philosophy, literature, film, poetry, and individual experience. Investigates the distinction among eros (desiring or appreciative love), philia (mutuality), and agape (love as pure giving). Students discuss ideas of love as a feeling, an action, a species of 'knowing someone,' or a way to give or take. Authors include Plato, Kant, Buber, D. H. Lawrence, Rumi, and Aristotle. Taught inside a secure Massachusetts correctional facility with a mix of MIT students and incarcerated students. Limited to 10. L. Perlman No textbook information available"
ES.9114 Non-violence as a Way of Life - MIT Prison Initiative,"Addresses the philosophical question of what a non-violent life entails. Investigates its ethical dimensions and challenges, and considers whether we can derive a comprehensive moral theory from the principle of non-violence. Discusses the issues of lying, the duty to forgive, non-violent communication, the ethics of our relationship to anger, the possibility of loving enemies, and the ethics of punishment and rehabilitation.  Includes readings from primary exponents of non-violence, such as Tolstoy, Gandhi and King. Taught inside a secure Massachusetts correctional facility with a mix of MIT students and incarcerated students. Limited to 10. L. Perlman"
ES.92 Authenticity - MIT Prison Initiative,"Explores the question of how to live an authentic life, through works of western and eastern philosophy and contemporary psychology. Topics include emotions, anger, honesty, forgiveness, non-violent communication, conflict resolution, kindness and cruelty and compassion. Taught inside a secure Massachusetts correctional facility with a mix of MIT students and incarcerated students. Limited to 12. Fall: L. Perlman Spring: L. Perlman No textbook information available"
ES.010 Chemistry of Sports: Understanding How Exercise Affects Your Body,"Students apply chemistry knowledge to physical fitness through the study of three sports: swimming, cycling, and running. Classroom component focuses on nutrition, exercise, anatomy, physiology, and the chemistry of supplements and sports equipment. Laboratory component focuses on training for and completion of triathlon competition. Students may earn up to 2 PE points during the term by attending supervised triathlon training workouts. Preference to students in ESG. P. Christie, S. Lyons No required or recommended textbooks"
ES.011 Kitchen Chemistry,"An experimental and ""hands-on"" approach to applied chemistry in cooking. Students perform experiments to illustrate chemical principles, such as extraction, denaturation, and phase changes. Preference to students in ESG. Staff"
ES.100 An Introduction to Maker Skills,"Introduction to making and use of MIT's maker spaces intended to build skills needed for designing, conducting, and completing experiments and design projects, such as may be encountered in undergraduate classwork and research activities. Includes maker space training (i.e., wood shop, digital fabrication, and electronics fabrication) and open-ended design projects, with work evenly divided between class, homework, and maker space activities. Limited to 12 by makerspace training and scheduling; priority given to ESG students. D. Custer No textbook information available"
ES.200 ESG Undergraduate Teaching,"An opportunity to assist in the teaching of subjects in ESG in biology, chemistry, humanities and social sciences, mathematics, and physics. Student instructors may be involved in grading, running problemsolving sessions, or teaching classes depending on experience and interest. Qualified students may also develop and teach undergraduate seminars under the supervision of an appropriate faculty or staff member. Student instructors meet weekly with staff to discuss their teaching and cover a variety of topics related to effective teaching techniques. Limited to students in ESG. P. Christie"
ES.201 ESG Undergraduate Teaching,"An opportunity to assist in the teaching of subjects in ESG in biology, chemistry, humanities and social sciences, mathematics, and physics. Student instructors may be involved in grading, running problem solving sessions, or teaching classes depending on experience and interest. Qualified students may also develop and teach undergraduate seminars under the supervision of an appropriate faculty or staff member. Student instructors meet every other week  with staff to discuss their teaching and cover a variety of topics related to effective teaching techniques. Limited to students in ESG. G. Stoy No required or recommended textbooks"
ES.210 ESG Independent Study,"Opportunity for independent study under regular supervision by a staff member. Projects require prior approval, as well as a written proposal and a final report. Limited to students in ESG. Fall: Paola Rebusco IAP: G. Ramsay Spring: Graham Ramsay Summer: Graham Ramsay No textbook information available"
ES.UR Undergraduate Research in ESG,For students wishing to pursue undergraduate research opportunities in the Experimental Study Group. Limited to students in ESG. Fall: G. Ramsay IAP: G. Ramsay Spring: G. Ramsay Summer: G. Ramsay Textbooks arranged individually
ES.S10 Special Seminar in Science,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff"
ES.S11 Special Seminar in Science,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff  end   end"
ES.S20 Special Seminar in Mathematics,"URL: http://esg.mit.edu/learninginnovation/undergraduate-seminars/   Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff"
ES.S21 Special Seminar in Mathematics,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff  end   end"
ES.S30 Special Seminar in Engineering and Computer Science,"Lecture:  M EVE (7-9 PM) ( 24-621 ) s   Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. C. Cardozo-Aviles No textbook information available"
ES.S31 Special Seminar in Engineering and Computer Science,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff  end   end"
ES.S40 Special Seminar in the Humanities,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Fall: W. Roush Spring: L. Perlman No textbook information available"
ES.S41 Special Seminar in the Humanities,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Fall: Staff Spring: Staff  end   end   end"
ES.S42 Special Seminar in the Humanities,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff"
ES.S50 Special Seminar in the Arts,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff"
ES.S51 Special Seminar in the Arts,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff  end   end   end   end"
ES.S60 Special Seminar in Social Science,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff"
ES.S601 Special Topics in Computer Science,Covers topics not included in the permanent curriculum. Limited to 10. Preference given to ESG students. P. Rebusco
ES.S602 Special Topics in Computer Science,Covers topics not included in the permanent curriculum. Preference given to ESG students. Staff No textbook information available
ES.S61 Special Seminar in Social Science,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Staff  end   end"
ES.S70 Special Seminar in Interdisciplinary Studies,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Fall: W. Roush Spring: W. Roush No textbook information available"
ES.S71 Special Seminar in Interdisciplinary Studies,"Covers topics not included in the permanent curriculum. May not be used for GIR credit, but may be repeated for credit with permission of instructor. Preference to students in ESG. Fall: C. Kaufmann Spring: C. Kaufmann No required or recommended textbooks end   end   end   end"
ES.S90 Special Studies in the MIT Initiative for Teaching Incarcerated Individuals,Seminar taught inside a secure Massachusetts correctional facility with a mix of MIT students and incarcerated students. Topics vary from year to year. Limited to 10. D. Keith-Lucas No textbook information available
ES.S91 Special Studies in the MIT Initiative for Teaching Incarcerated Individuals,Seminar taught inside a secure Massachusetts correctional facility with a mix of MIT students and incarcerated students. Topics vary from year to year. Limited to 10. J. Connor No textbook information available
ES.S92 Special Studies in the MIT Initiative for Teaching Incarcerated Individuals,Seminar taught inside a secure Massachusetts correctional facility with a mix of MIT students and incarcerated students. Topics vary from year to year. Limited to 10. Staff No textbook information available
HST.011 Human Functional Anatomy,"Lectures, detailed laboratory dissections, and prosections provide a thorough exploration of the gross structure and function of the human body. Fundamental principles of bioengineering are employed to promote analytical approaches to understanding the body's design. The embryology of major organ systems is presented, together with certain references to phylogenetic development, as a basis for comprehending anatomical complexity. Correlation clinics stress both normal and abnormal functions of the body and present evolving knowledge of genes responsible for normal and abnormal anatomy. Lecturers focus on current problems in organ system research. Only HST students may register under HST.010, graded P/D/F. Lab fee. Enrollment restricted to graduate students. T. Van Houten, R. Mitchell"
HST.015 MATLAB for Medicine,"Practical introduction to use of quantitative methods in medicine and health research. Each session covers a different topic in quantitative techniques, provides an application to medicine, and includes a modeling activity using MATLAB. Students also complete problem sets. Restricted to first year HST MD students. M. Frosch"
HST.021 Musculoskeletal Pathophysiology,"HST.020: Begins 2/5. Final exam at hms. Lecture:  M2-5 (MEC-209) s  HST.021: Begins 2/5. Final exam at hms. Lecture:  M2-5 (MEC-209) s   Growth and development of normal bone and joints, the biophysics of bone and response to stress and fracture, calcium and phosphate homeostasis and regulation by parathyroid hormone and vitamin D, and the pathogenesis of metabolic bone diseases and disease of connective tissue, joints, and muscles, with consideration of possible mechanisms and underlying metabolic derangements. Only HST students may register under HST.020, graded P/D/F. Enrollment limited; restricted to medical and graduate students. M. Bouxsein, L. Tarter HST.020: No required or recommended textbooks HST.021: No required or recommended textbooks end"
HST.031 Human Pathology,"Introduction to the functional structure of normal cells and tissues, pathologic principles of cellular adaptation and injury, inflammation, circulatory disorders, immunologic injury, infection, genetic disorders, and neoplasia in humans. Lectures, conferences emphasizing clinical correlations and contemporary experimental biology. Laboratories with examination of microscopic and gross specimens, and autopsy case studies emphasizing modern pathology practice. Only HST students may register under HST.030, graded P/D/F. Lab fee. Enrollment limited. R. N. Mitchell, R. Padera  end"
HST.035 Pathology of Human Disease,"Provides a comprehensive overview of human pathology with emphasis on mechanisms of disease and modern diagnostic technologies. Topics include general mechanisms of disease (inflammation, infection, immune injury, transplantation, genetic disorders and neoplasia); pathology of lipids, enzymes, and molecular transporters; pathology of major organ systems; and review of diagnostic tools from surgical pathology to non-invasive techniques such as spectroscopy, imaging, and molecular markers of disease. The objectives of this subject are achieved by a set of integrated lectures and laboratories, as well as a student-driven term project leading to a formal presentation on a medical, socioeconomic, or technological issue in human pathology. Only HST students enrolled in specific degree programs may register under HST.034, graded P/D/F. Credit cannot also be received for HST.030 or HST.031. S. Lovitch  end"
HST.041 Mechanisms of Microbial Pathogenesis,"Deals with the mechanisms of pathogenesis of bacteria, viruses, and other microorganisms. Approach spans mechanisms from molecular to clinical aspects of disease. Topics selected for intrinsic interest and cover the demonstrated spectrum of pathophysiologic mechanisms. Only HST students may register under HST.040, graded P/D/F. Lab fee. Enrollment limited. S. Kanjilal, K. Hysell  end"
HST.061 Endocrinology,"HST.060: Begins 2/8. Final exam at hms. Lecture:  R1.30-4.30 (MEC-209) s  HST.061: Begins 2/8. Final exam at hms. Lecture:  R1.30-4.30 (MEC-209) s   Physiology and pathophysiology of the human endocrine system. Three hours of lecture and section each week concern individual parts of the endocrine system. Topics include assay techniques, physiological integration, etc. At frequent clinic sessions, patients are presented who demonstrate clinical problems considered in the didactic lectures. Only HST students may register under HST.060, graded P/D/F. Enrollment limited. Kettyle, Y.-M. Chan, A, Abreu HST.060: No required or recommended textbooks HST.061: No required or recommended textbooks end"
HST.071 Human Reproductive Biology,"Lectures and clinical case discussions designed to provide the student with a clear understanding of the physiology, endocrinology, and pathology of human reproduction. Emphasis is on the role of technology in reproductive science. Suggestions for future research contributions in the field are probed. Students become involved in the wider aspects of reproduction, such as prenatal diagnosis, in vitro fertilization, abortion, menopause, contraception and ethics relation to reproductive science. Only HST students may register under HST.070, graded P/D/F. A. Koniaris, D. Page, T. Lau  end"
HST.081 Hematology,"HST.080: Begins 2/7. Final exam at hms. Course meets 2/7 - 5/1. Lecture:  WF8-10 (MEC-209) s  HST.081: Begins 2/7. Final exam at hms. Course meets 2/7 - 5/1. Lecture:  WF8-10 (MEC-209) s   Intensive survey of the biology, physiology and pathophysiology of blood with systematic consideration of hematopoiesis, white blood cells, red blood cells, platelets, coagulation, plasma proteins, and hematologic malignancies. Emphasis given equally to didactic discussion and analysis of clinical problems. Enrollment limited. D. Bauer, J. Freed, S. Schulman HST.080: No required or recommended textbooks HST.081: No required or recommended textbooks end"
HST.091 Cardiovascular Pathophysiology,"HST.090: Begins 2/5. Hms schedule. Meets during spring break. Meets on patriots day. Lecture:  WF11-1 ( E25-111 ) Lab:  M8.30-11 ( E25-111 ) +final s  HST.091: Begins 2/5. Hms schedule. Meets during spring break. Meets on patriots day. Lecture:  WF11-1 ( E25-111 ) Lab:  M8.30-11 ( E25-111 ) +final s   Normal and pathologic physiology of the heart and vascular system. Emphasis includes hemodynamics, electrophysiology, gross pathology, and clinical correlates of cardiovascular function in normal and in a variety of disease states. Special attention given to congenital, rheumatic, valvular heart disease and cardiomyopathy. Only HST students may register under HST.090, graded P/D/F. Enrollment limited. C. Stultz, T. Heldt, Staff HST.090:  Textbooks (Spring 2024)  HST.091:  Textbooks (Spring 2024)  end"
HST.101 Respiratory Pathophysiology,"HST.100: Begins 2/6. Final exam at hms. Lecture:  TR10-12 (MEC-209) s  HST.101: Begins 2/6. Final exam at hms. Lecture:  TR10-12 (MEC-209) s   Lectures, seminars, and laboratories cover the histology, cell biology, and physiological function of the lung with multiple examples related to common diseases of the lung. A quantitative approach to the physics of gases, respiratory mechanics, and gas exchange is provided to explain pathological mechanisms. Use of medical ventilators is discussed in lecture and in laboratory experiences. For MD candidates and other students with background in science. Only HST students may register under HST.100, graded P/D/F. Enrollment limited. E. Roche, C. Hardin, K. Hibbert HST.100:  Textbooks (Spring 2024)  HST.101:  Textbooks (Spring 2024)  end"
HST.111 Renal Pathophysiology,"HST.110: Begins 2/7. Final exam at hms. Lecture:  TR8-10 (MEC-209) s  HST.111: Begins 2/7. Final exam at hms. Lecture:  TR8-10 (MEC-209) s   Considers the normal physiology of the kidney and the pathophysiology of renal disease. Renal regulation of sodium, potassium, acid, and water balance are emphasized as are the mechanism and consequences of renal failure. Included also are the pathology and pathophysiology of clinical renal disorders such as acute and chronic glomerulonephritis, pyelonephritis, and vascular disease. New molecular insights into transporter mutations and renal disease are discussed. Only HST students may register under HST.110, graded P/D/F. Enrollment limited. G. McMahon, M. Yeung HST.110:  Textbooks (Spring 2024)  HST.111:  Textbooks (Spring 2024)  end"
HST.121 Gastroenterology,"Presents the anatomy, physiology, biochemistry, biophysics, and bioengineering of the gastrointestinal tract and associated pancreatic, liver, and biliary systems. Emphasis on the molecular and pathophysiological basis of disease where known. Covers gross and microscopic pathology and clinical aspects. Formal lectures given by core faculty, with some guest lectures by local experts. Selected seminars conducted by students with supervision of faculty. Only HST students may register under HST.120, graded P/D/F. Enrollment limited. A. Rutherford, S. Flier  end"
HST.131 Neuroscience,"Comprehensive study of neuroscience where students explore the brain on levels ranging from molecules and cells through neural systems, perception, memory, and behavior. Includes some aspects of clinical neuroscience, within neuropharmacology, pathophysiology, and neurology. Lectures supplemented by conferences and labs. Labs review neuroanatomy at the gross and microscopic levels. Only HST students may register under HST.130, graded P/D/F. Limited to 50. J. Assad, M. Frosch  end"
HST.147 Biochemistry and Metabolism,"First-year graduate level intensive subject in human biochemistry and physiological chemistry that focuses on intermediary metabolism, structures of key intermediates and enzymes important in human disease. Subject is divided into four areas: carbohydrates, lipids, amino acids and nucleic acids. The importance of these areas is underscored with examples from diseases and clinical correlations. Preparatory sessions meet in August. Only HST students may register under HST.146, graded P/D/F. Enrollment limited. R. Sharma  end"
